DateTime,Source,Air Temp,Humidity,Soil Moisture
"April 15, 2021 at 05:13AM",Garden_Data2,16.3,62,655
"April 15, 2021 at 05:28AM",Garden_Data2,16.1,65,655
"April 15, 2021 at 05:42AM",Garden_Data2,15.8,63,657
"April 15, 2021 at 05:57AM",Garden_Data2,15.6,64,658
"April 15, 2021 at 06:11AM",Garden_Data2,15.3,63,660
"April 15, 2021 at 06:26AM",Garden_Data2,15.1,62,661
"April 15, 2021 at 06:41AM",Garden_Data2,15.1,62,662
"April 15, 2021 at 06:55AM",Garden_Data2,15.1,62,662
"April 15, 2021 at 07:10AM",Garden_Data2,15.1,61,663
"April 15, 2021 at 07:24AM",Garden_Data2,15.1,62,664
"April 15, 2021 at 07:39AM",Garden_Data2,15.2,63,664
"April 15, 2021 at 07:54AM",Garden_Data2,15.2,64,665
"April 15, 2021 at 08:08AM",Garden_Data2,15.1,63,665
"April 15, 2021 at 08:23AM",Garden_Data2,15.3,62,666
"April 15, 2021 at 08:37AM",Garden_Data2,15.7,62,666
"April 15, 2021 at 08:52AM",Garden_Data2,15.8,63,666
"April 15, 2021 at 09:07AM",Garden_Data2,16.1,64,666
"April 15, 2021 at 09:21AM",Garden_Data2,16.4,64,666
"April 15, 2021 at 09:36AM",Garden_Data2,16.5,65,667
"April 15, 2021 at 09:50AM",Garden_Data2,16.7,65,667
"April 15, 2021 at 10:05AM",Garden_Data2,16.9,66,642
"April 15, 2021 at 10:19AM",Garden_Data2,17.2,65,638
"April 15, 2021 at 10:34AM",Garden_Data2,17.5,65,638
"April 15, 2021 at 10:49AM",Garden_Data2,17.8,64,638
"April 15, 2021 at 11:03AM",Garden_Data2,18.7,64,639
"April 15, 2021 at 11:18AM",Garden_Data2,19.2,61,641
"April 15, 2021 at 11:32AM",Garden_Data2,19.4,59,642
"April 15, 2021 at 11:47AM",Garden_Data2,20.4,51,642
"April 15, 2021 at 12:02PM",Garden_Data2,21.6,47,644
"April 15, 2021 at 12:16PM",Garden_Data2,22.7,43,645
"April 15, 2021 at 12:31PM",Garden_Data2,23.5,45,646
"April 15, 2021 at 12:46PM",Garden_Data2,23.9,36,648
"April 15, 2021 at 01:00PM",Garden_Data2,22.7,38,650
"April 15, 2021 at 01:14PM",Garden_Data2,21.9,34,653
"April 15, 2021 at 01:29PM",Garden_Data2,21,36,654
"April 15, 2021 at 01:44PM",Garden_Data2,23,35,655
"April 15, 2021 at 01:58PM",Garden_Data2,21.9,33,656
"April 15, 2021 at 02:13PM",Garden_Data2,23.1,35,655
"April 15, 2021 at 02:28PM",Garden_Data2,25.8,32,655
"April 15, 2021 at 02:42PM",Garden_Data2,27.3,31,655
"April 15, 2021 at 02:57PM",Garden_Data2,27,28,655
"April 15, 2021 at 03:11PM",Garden_Data2,25.2,29,655
"April 15, 2021 at 03:26PM",Garden_Data2,25.8,29,655
"April 15, 2021 at 03:41PM",Garden_Data2,27.4,26,655
"April 15, 2021 at 03:55PM",Garden_Data2,29.5,29,654
"April 15, 2021 at 04:10PM",Garden_Data2,30,25,654
"April 15, 2021 at 04:18PM",Garden_Data2,26.5,25,648
"April 15, 2021 at 04:32PM",Garden_Data2,26.4,26,655
"April 15, 2021 at 04:47PM",Garden_Data2,24,29,657
"April 15, 2021 at 05:02PM",Garden_Data2,22.8,30,657
"April 15, 2021 at 05:16PM",Garden_Data2,21.7,30,658
"April 15, 2021 at 05:31PM",Garden_Data2,21.1,31,658
"April 15, 2021 at 05:45PM",Garden_Data2,21,32,658
"April 15, 2021 at 05:59PM",Garden_Data2,20.6,31,660
"April 15, 2021 at 06:14PM",Garden_Data2,20.6,32,661
"April 15, 2021 at 06:28PM",Garden_Data2,20.5,31,661
"April 15, 2021 at 06:43PM",Garden_Data2,20.2,32,661
"April 15, 2021 at 06:58PM",Garden_Data2,19.8,33,662
"April 15, 2021 at 07:12PM",Garden_Data2,19.4,33,662
"April 15, 2021 at 07:26PM",Garden_Data2,19.1,33,663
"April 15, 2021 at 07:41PM",Garden_Data2,18.8,33,664
"April 15, 2021 at 07:56PM",Garden_Data2,18.3,32,665
"April 15, 2021 at 08:10PM",Garden_Data2,17.9,32,665
"April 15, 2021 at 08:24PM",Garden_Data2,17.4,32,666
"April 15, 2021 at 08:39PM",Garden_Data2,17,33,667
"April 15, 2021 at 08:53PM",Garden_Data2,16.5,33,669
"April 15, 2021 at 09:08PM",Garden_Data2,16.2,34,672
"April 15, 2021 at 09:22PM",Garden_Data2,15.9,33,673
"April 15, 2021 at 09:37PM",Garden_Data2,15.5,33,674
"April 15, 2021 at 09:52PM",Garden_Data2,15.2,33,675
"April 15, 2021 at 10:06PM",Garden_Data2,15,34,676
"April 15, 2021 at 10:21PM",Garden_Data2,14.7,34,679
"April 15, 2021 at 10:35PM",Garden_Data2,14.4,35,680
"April 15, 2021 at 10:50PM",Garden_Data2,14.2,35,681
"April 15, 2021 at 11:04PM",Garden_Data2,13.9,35,685
"April 15, 2021 at 11:19PM",Garden_Data2,13.7,36,687
"April 15, 2021 at 11:33PM",Garden_Data2,13.4,36,686
"April 15, 2021 at 11:48PM",Garden_Data2,13.2,37,688
"April 16, 2021 at 12:02AM",Garden_Data2,12.9,36,690
"April 16, 2021 at 12:17AM",Garden_Data2,12.5,37,692
"April 16, 2021 at 12:32AM",Garden_Data2,12.3,38,693
"April 16, 2021 at 12:46AM",Garden_Data2,12,38,693
"April 16, 2021 at 01:01AM",Garden_Data2,11.7,38,694
"April 16, 2021 at 01:15AM",Garden_Data2,11.2,38,696
"April 16, 2021 at 01:30AM",Garden_Data2,10.8,38,697
"April 16, 2021 at 01:44AM",Garden_Data2,10.5,38,701
"April 16, 2021 at 01:59AM",Garden_Data2,10.3,39,702
"April 16, 2021 at 02:13AM",Garden_Data2,10.1,39,705
"April 16, 2021 at 02:28AM",Garden_Data2,10,39,706
"April 16, 2021 at 02:43AM",Garden_Data2,9.9,39,709
"April 16, 2021 at 02:57AM",Garden_Data2,9.7,39,710
"April 16, 2021 at 03:12AM",Garden_Data2,9.5,40,711
"April 16, 2021 at 03:26AM",Garden_Data2,9.3,40,712
"April 16, 2021 at 03:41AM",Garden_Data2,9.1,40,714
"April 16, 2021 at 03:55AM",Garden_Data2,8.7,41,715
"April 16, 2021 at 04:10AM",Garden_Data2,8.4,44,716
"April 16, 2021 at 04:24AM",Garden_Data2,8,45,718
"April 16, 2021 at 04:39AM",Garden_Data2,7.6,45,720
"April 16, 2021 at 04:53AM",Garden_Data2,7.3,48,721
"April 16, 2021 at 05:08AM",Garden_Data2,6.9,49,722
"April 16, 2021 at 05:22AM",Garden_Data2,6.7,49,724
"April 16, 2021 at 05:37AM",Garden_Data2,6.4,51,725
"April 16, 2021 at 05:51AM",Garden_Data2,6.1,52,727
"April 16, 2021 at 06:06AM",Garden_Data2,6,51,728
"April 16, 2021 at 06:20AM",Garden_Data2,5.8,50,729
"April 16, 2021 at 06:35AM",Garden_Data2,5.5,53,732
"April 16, 2021 at 06:50AM",Garden_Data2,5.4,54,732
"April 16, 2021 at 07:04AM",Garden_Data2,5.3,52,734
"April 16, 2021 at 07:19AM",Garden_Data2,5.4,53,735
"April 16, 2021 at 07:33AM",Garden_Data2,5.5,53,736
"April 16, 2021 at 07:48AM",Garden_Data2,5.6,52,738
"April 16, 2021 at 08:02AM",Garden_Data2,5.9,53,738
"April 16, 2021 at 08:17AM",Garden_Data2,6.2,53,739
"April 16, 2021 at 08:31AM",Garden_Data2,6.7,53,740
"April 16, 2021 at 08:46AM",Garden_Data2,7.4,53,741
"April 16, 2021 at 09:01AM",Garden_Data2,8.2,51,742
"April 16, 2021 at 09:15AM",Garden_Data2,9,51,744
"April 16, 2021 at 09:30AM",Garden_Data2,9.6,49,745
"April 16, 2021 at 09:44AM",Garden_Data2,10.2,48,744
"April 16, 2021 at 09:59AM",Garden_Data2,10.7,47,744
"April 16, 2021 at 10:13AM",Garden_Data2,11.1,47,745
"April 16, 2021 at 10:28AM",Garden_Data2,11.4,47,746
"April 16, 2021 at 10:42AM",Garden_Data2,11.7,46,746
"April 16, 2021 at 10:57AM",Garden_Data2,12.7,46,746
"April 16, 2021 at 11:11AM",Garden_Data2,13.4,45,747
"April 16, 2021 at 11:26AM",Garden_Data2,13.9,44,747
"April 16, 2021 at 11:41AM",Garden_Data2,15.2,41,746
"April 16, 2021 at 11:56AM",Garden_Data2,18,38,742
"April 16, 2021 at 12:10PM",Garden_Data2,20.7,34,740
"April 16, 2021 at 12:25PM",Garden_Data2,22.6,31,738
"April 16, 2021 at 12:39PM",Garden_Data2,24.4,29,736
"April 16, 2021 at 12:54PM",Garden_Data2,25.4,25,733
"April 16, 2021 at 01:09PM",Garden_Data2,26.1,26,729
"April 16, 2021 at 01:23PM",Garden_Data2,27,26,727
"April 16, 2021 at 01:38PM",Garden_Data2,27.8,23,725
"April 16, 2021 at 01:52PM",Garden_Data2,28.4,23,721
"April 16, 2021 at 02:07PM",Garden_Data2,29.1,23,717
"April 16, 2021 at 02:21PM",Garden_Data2,29.7,22,714
"April 16, 2021 at 02:36PM",Garden_Data2,30,21,711
"April 16, 2021 at 02:51PM",Garden_Data2,30.9,21,710
"April 16, 2021 at 03:05PM",Garden_Data2,31.6,21,708
"April 16, 2021 at 03:20PM",Garden_Data2,31.4,20,706
"April 16, 2021 at 03:35PM",Garden_Data2,31.7,18,702
"April 16, 2021 at 03:49PM",Garden_Data2,31.6,19,700
"April 16, 2021 at 04:04PM",Garden_Data2,32.5,18,694
"April 16, 2021 at 04:18PM",Garden_Data2,31.1,20,693
"April 16, 2021 at 04:32PM",Garden_Data2,27.8,19,692
"April 16, 2021 at 04:47PM",Garden_Data2,25.4,20,692
"April 16, 2021 at 05:01PM",Garden_Data2,23.7,23,692
"April 16, 2021 at 05:16PM",Garden_Data2,22.4,24,692
"April 16, 2021 at 05:30PM",Garden_Data2,21.5,24,692
"April 16, 2021 at 05:45PM",Garden_Data2,20.9,24,692
"April 16, 2021 at 06:00PM",Garden_Data2,20.6,25,692
"April 16, 2021 at 06:14PM",Garden_Data2,20.5,25,692
"April 16, 2021 at 06:29PM",Garden_Data2,20.2,26,693
"April 16, 2021 at 06:43PM",Garden_Data2,20,26,693
"April 16, 2021 at 06:58PM",Garden_Data2,19.7,26,694
"April 16, 2021 at 07:12PM",Garden_Data2,19.5,27,694
"April 16, 2021 at 07:27PM",Garden_Data2,19.2,27,694
"April 16, 2021 at 07:41PM",Garden_Data2,18.8,27,696
"April 16, 2021 at 07:56PM",Garden_Data2,18.3,27,696
"April 16, 2021 at 08:10PM",Garden_Data2,17.8,27,700
"April 16, 2021 at 08:25PM",Garden_Data2,17.2,28,701
"April 16, 2021 at 08:39PM",Garden_Data2,16.7,29,701
"April 16, 2021 at 08:54PM",Garden_Data2,16.1,31,702
"April 16, 2021 at 09:04PM",Garden_Data2,15.2,33,694
"April 16, 2021 at 09:18PM",Garden_Data2,15.1,50,706
"April 16, 2021 at 09:33PM",Garden_Data2,15,35,708
"April 16, 2021 at 09:47PM",Garden_Data2,14.4,36,709
"April 16, 2021 at 10:02PM",Garden_Data2,13.9,37,710
"April 16, 2021 at 10:16PM",Garden_Data2,13.4,39,710
"April 16, 2021 at 10:31PM",Garden_Data2,13.1,41,711
"April 16, 2021 at 10:45PM",Garden_Data2,12.9,38,712
"April 16, 2021 at 11:00PM",Garden_Data2,12.6,38,714
"April 16, 2021 at 11:14PM",Garden_Data2,12.4,40,715
"April 16, 2021 at 11:29PM",Garden_Data2,12.1,41,716
"April 16, 2021 at 11:43PM",Garden_Data2,11.9,39,717
"April 16, 2021 at 11:58PM",Garden_Data2,11.7,40,718
"April 17, 2021 at 12:13AM",Garden_Data2,11.5,41,720
"April 17, 2021 at 12:27AM",Garden_Data2,11.3,41,721
"April 17, 2021 at 12:42AM",Garden_Data2,11.1,41,722
"April 17, 2021 at 12:56AM",Garden_Data2,10.9,41,724
"April 17, 2021 at 01:11AM",Garden_Data2,10.7,40,725
"April 17, 2021 at 01:25AM",Garden_Data2,10.7,43,726
"April 17, 2021 at 01:40AM",Garden_Data2,10.7,43,727
"April 17, 2021 at 01:54AM",Garden_Data2,10.8,42,728
"April 17, 2021 at 02:09AM",Garden_Data2,10.8,41,729
"April 17, 2021 at 02:23AM",Garden_Data2,10.7,41,730
"April 17, 2021 at 02:38AM",Garden_Data2,10.5,41,732
"April 17, 2021 at 02:52AM",Garden_Data2,10.2,41,734
"April 17, 2021 at 03:07AM",Garden_Data2,10,42,735
"April 17, 2021 at 03:21AM",Garden_Data2,9.8,43,736
"April 17, 2021 at 03:36AM",Garden_Data2,9.7,44,737
"April 17, 2021 at 03:51AM",Garden_Data2,9.5,44,738
"April 17, 2021 at 04:05AM",Garden_Data2,9.4,45,741
"April 17, 2021 at 04:20AM",Garden_Data2,9.2,45,744
"April 17, 2021 at 04:34AM",Garden_Data2,9,47,746
"April 17, 2021 at 04:49AM",Garden_Data2,8.8,49,747
"April 17, 2021 at 05:03AM",Garden_Data2,8.6,47,748
"April 17, 2021 at 05:18AM",Garden_Data2,8.3,49,750
"April 17, 2021 at 05:32AM",Garden_Data2,8.2,49,750
"April 17, 2021 at 05:47AM",Garden_Data2,8,51,750
"April 17, 2021 at 06:02AM",Garden_Data2,7.9,50,752
"April 17, 2021 at 06:16AM",Garden_Data2,7.8,49,753
"April 17, 2021 at 06:31AM",Garden_Data2,7.7,50,754
"April 17, 2021 at 06:45AM",Garden_Data2,7.6,51,754
"April 17, 2021 at 07:00AM",Garden_Data2,7.7,51,756
"April 17, 2021 at 07:14AM",Garden_Data2,7.7,50,758
"April 17, 2021 at 07:29AM",Garden_Data2,7.8,51,758
"April 17, 2021 at 07:43AM",Garden_Data2,8.1,50,758
"April 17, 2021 at 07:58AM",Garden_Data2,8.4,48,759
"April 17, 2021 at 08:13AM",Garden_Data2,8.9,47,759
"April 17, 2021 at 08:27AM",Garden_Data2,9.5,47,760
"April 17, 2021 at 08:42AM",Garden_Data2,10.2,46,760
"April 17, 2021 at 08:56AM",Garden_Data2,10.9,46,760
"April 17, 2021 at 09:11AM",Garden_Data2,11.6,46,760
"April 17, 2021 at 09:26AM",Garden_Data2,12.6,46,760
"April 17, 2021 at 09:40AM",Garden_Data2,13.3,46,760
"April 17, 2021 at 09:55AM",Garden_Data2,13.9,45,760
"April 17, 2021 at 10:09AM",Garden_Data2,14.5,45,760
"April 17, 2021 at 10:24AM",Garden_Data2,15.2,43,760
"April 17, 2021 at 10:38AM",Garden_Data2,15.7,42,760
"April 17, 2021 at 10:53AM",Garden_Data2,16.3,42,760
"April 17, 2021 at 11:08AM",Garden_Data2,16.9,41,760
"April 17, 2021 at 11:22AM",Garden_Data2,17.5,40,760
"April 17, 2021 at 11:37AM",Garden_Data2,18.1,40,759
"April 17, 2021 at 11:51AM",Garden_Data2,19.1,37,759
"April 17, 2021 at 12:06PM",Garden_Data2,19.8,36,757
"April 17, 2021 at 12:20PM",Garden_Data2,22.6,35,756
"April 17, 2021 at 12:35PM",Garden_Data2,22.5,33,754
"April 17, 2021 at 12:49PM",Garden_Data2,22.5,32,753
"April 17, 2021 at 01:04PM",Garden_Data2,23.1,31,753
"April 17, 2021 at 01:19PM",Garden_Data2,23.6,30,750
"April 17, 2021 at 01:33PM",Garden_Data2,24.6,30,750
"April 17, 2021 at 01:48PM",Garden_Data2,23.6,29,749
"April 17, 2021 at 02:02PM",Garden_Data2,22.6,30,749
"April 17, 2021 at 02:17PM",Garden_Data2,22.4,31,748
"April 17, 2021 at 02:32PM",Garden_Data2,23.5,30,746
"April 17, 2021 at 02:46PM",Garden_Data2,26.4,30,746
"April 17, 2021 at 03:01PM",Garden_Data2,24.8,26,746
"April 17, 2021 at 03:15PM",Garden_Data2,23.1,29,746
"April 17, 2021 at 03:29PM",Garden_Data2,22,30,746
"April 17, 2021 at 03:44PM",Garden_Data2,21,30,746
"April 17, 2021 at 03:58PM",Garden_Data2,20.5,30,745
"April 17, 2021 at 04:13PM",Garden_Data2,21.2,31,745
"April 17, 2021 at 04:27PM",Garden_Data2,20.5,31,745
"April 17, 2021 at 04:42PM",Garden_Data2,20.2,31,745
"April 17, 2021 at 04:57PM",Garden_Data2,20,31,745
"April 17, 2021 at 05:11PM",Garden_Data2,20.1,32,745
"April 17, 2021 at 05:26PM",Garden_Data2,19.9,32,745
"April 17, 2021 at 05:40PM",Garden_Data2,20,32,744
"April 17, 2021 at 05:55PM",Garden_Data2,19.9,32,744
"April 17, 2021 at 06:09PM",Garden_Data2,19.6,33,744
"April 17, 2021 at 06:24PM",Garden_Data2,19.4,33,745
"April 17, 2021 at 06:38PM",Garden_Data2,19.3,33,745
"April 17, 2021 at 06:53PM",Garden_Data2,19,33,745
"April 17, 2021 at 07:07PM",Garden_Data2,18.7,34,745
"April 17, 2021 at 07:22PM",Garden_Data2,18.1,34,745
"April 17, 2021 at 07:36PM",Garden_Data2,17.8,34,745
"April 17, 2021 at 07:51PM",Garden_Data2,17.5,35,746
"April 17, 2021 at 08:06PM",Garden_Data2,17.3,35,746
"April 17, 2021 at 08:20PM",Garden_Data2,17,35,746
"April 17, 2021 at 08:35PM",Garden_Data2,16.5,37,746
"April 17, 2021 at 08:49PM",Garden_Data2,16.1,38,746
"April 17, 2021 at 09:04PM",Garden_Data2,15.6,38,746
"April 17, 2021 at 09:18PM",Garden_Data2,15.4,39,747
"April 17, 2021 at 09:33PM",Garden_Data2,15.2,40,747
"April 17, 2021 at 09:47PM",Garden_Data2,15.1,40,747
"April 17, 2021 at 10:02PM",Garden_Data2,14.9,40,748
"April 17, 2021 at 10:17PM",Garden_Data2,14.9,40,748
"April 17, 2021 at 10:31PM",Garden_Data2,14.7,41,748
"April 17, 2021 at 10:46PM",Garden_Data2,14.6,42,749
"April 17, 2021 at 11:00PM",Garden_Data2,14.6,41,749
"April 17, 2021 at 11:14PM",Garden_Data2,14.7,41,749
"April 17, 2021 at 11:29PM",Garden_Data2,14.8,41,750
"April 17, 2021 at 11:43PM",Garden_Data2,14.8,41,750
"April 17, 2021 at 11:58PM",Garden_Data2,14.8,40,752
"April 18, 2021 at 12:13AM",Garden_Data2,14.8,41,752
"April 18, 2021 at 12:27AM",Garden_Data2,14.8,40,753
"April 18, 2021 at 12:42AM",Garden_Data2,14.7,40,753
"April 18, 2021 at 12:56AM",Garden_Data2,14.6,41,754
"April 18, 2021 at 01:11AM",Garden_Data2,14.4,41,754
"April 18, 2021 at 01:26AM",Garden_Data2,14.4,41,756
"April 18, 2021 at 01:40AM",Garden_Data2,14.3,41,756
"April 18, 2021 at 01:54AM",Garden_Data2,14.2,42,756
"April 18, 2021 at 02:09AM",Garden_Data2,14.1,43,758
"April 18, 2021 at 02:24AM",Garden_Data2,14,44,758
"April 18, 2021 at 02:38AM",Garden_Data2,13.9,45,759
"April 18, 2021 at 02:52AM",Garden_Data2,13.8,43,759
"April 18, 2021 at 03:07AM",Garden_Data2,13.7,44,759
"April 18, 2021 at 03:22AM",Garden_Data2,13.5,44,760
"April 18, 2021 at 03:36AM",Garden_Data2,13.3,45,760
"April 18, 2021 at 03:51AM",Garden_Data2,13.2,45,762
"April 18, 2021 at 04:05AM",Garden_Data2,13,45,762
"April 18, 2021 at 04:20AM",Garden_Data2,12.9,44,762
"April 18, 2021 at 04:34AM",Garden_Data2,12.7,45,763
"April 18, 2021 at 04:49AM",Garden_Data2,12.5,45,763
"April 18, 2021 at 05:03AM",Garden_Data2,12.2,47,764
"April 18, 2021 at 05:18AM",Garden_Data2,11.8,45,765
"April 18, 2021 at 05:32AM",Garden_Data2,11.7,47,765
"April 18, 2021 at 05:47AM",Garden_Data2,11.7,47,765
"April 18, 2021 at 06:02AM",Garden_Data2,11.5,47,766
"April 18, 2021 at 06:16AM",Garden_Data2,11.2,48,766
"April 18, 2021 at 06:31AM",Garden_Data2,11.1,48,768
"April 18, 2021 at 06:45AM",Garden_Data2,10.9,48,768
"April 18, 2021 at 07:00AM",Garden_Data2,10.7,48,769
"April 18, 2021 at 07:14AM",Garden_Data2,10.4,50,769
"April 18, 2021 at 07:29AM",Garden_Data2,10.4,48,772
"April 18, 2021 at 07:44AM",Garden_Data2,10.7,48,772
"April 18, 2021 at 07:58AM",Garden_Data2,10.9,49,772
"April 18, 2021 at 08:12AM",Garden_Data2,11,49,773
"April 18, 2021 at 08:27AM",Garden_Data2,11.4,49,773
"April 18, 2021 at 08:42AM",Garden_Data2,11.9,48,774
"April 18, 2021 at 08:56AM",Garden_Data2,12.4,49,774
"April 18, 2021 at 09:11AM",Garden_Data2,12.8,49,774
"April 18, 2021 at 09:26AM",Garden_Data2,13.3,49,774
"April 18, 2021 at 09:40AM",Garden_Data2,13.7,49,774
"April 18, 2021 at 09:55AM",Garden_Data2,14,48,774
"April 18, 2021 at 10:09AM",Garden_Data2,14.3,47,775
"April 18, 2021 at 10:24AM",Garden_Data2,14.6,46,775
"April 18, 2021 at 10:38AM",Garden_Data2,14.9,46,775
"April 18, 2021 at 10:53AM",Garden_Data2,15.6,45,776
"April 18, 2021 at 11:07AM",Garden_Data2,16.5,45,775
"April 18, 2021 at 11:22AM",Garden_Data2,16.9,43,775
"April 18, 2021 at 11:36AM",Garden_Data2,17.9,43,774
"April 18, 2021 at 11:51AM",Garden_Data2,20.5,38,773
"April 18, 2021 at 12:06PM",Garden_Data2,22.9,34,769
"April 18, 2021 at 12:20PM",Garden_Data2,24,31,768
"April 18, 2021 at 12:35PM",Garden_Data2,25.5,29,768
"April 18, 2021 at 12:50PM",Garden_Data2,25.8,29,766
"April 18, 2021 at 01:04PM",Garden_Data2,26.2,29,764
"April 18, 2021 at 01:19PM",Garden_Data2,27.7,28,763
"April 18, 2021 at 01:33PM",Garden_Data2,28.7,27,760
"April 18, 2021 at 01:48PM",Garden_Data2,28.9,23,760
"April 18, 2021 at 02:02PM",Garden_Data2,27.3,25,760
"April 18, 2021 at 02:17PM",Garden_Data2,26.3,26,759
"April 18, 2021 at 02:31PM",Garden_Data2,25.7,26,758
"April 18, 2021 at 02:46PM",Garden_Data2,27.1,26,756
"April 18, 2021 at 03:01PM",Garden_Data2,28.2,26,752
"April 18, 2021 at 03:15PM",Garden_Data2,31.2,24,749
"April 18, 2021 at 03:30PM",Garden_Data2,31.3,23,748
"April 18, 2021 at 03:44PM",Garden_Data2,29.5,23,747
"April 18, 2021 at 03:59PM",Garden_Data2,30.3,22,746
"April 18, 2021 at 04:13PM",Garden_Data2,30,21,745
"April 18, 2021 at 04:28PM",Garden_Data2,28.2,22,745
"April 18, 2021 at 04:42PM",Garden_Data2,26.2,24,745
"April 18, 2021 at 04:57PM",Garden_Data2,24.9,25,746
"April 18, 2021 at 05:11PM",Garden_Data2,23.7,26,746
"April 18, 2021 at 05:26PM",Garden_Data2,23.3,26,746
"April 18, 2021 at 05:41PM",Garden_Data2,22.6,27,746
"April 18, 2021 at 05:55PM",Garden_Data2,22.2,28,746
"April 18, 2021 at 06:10PM",Garden_Data2,22,28,746
"April 18, 2021 at 06:24PM",Garden_Data2,21.8,28,747
"April 18, 2021 at 06:39PM",Garden_Data2,21.5,28,747
"April 18, 2021 at 06:53PM",Garden_Data2,21.2,28,748
"April 18, 2021 at 07:08PM",Garden_Data2,20.7,28,748
"April 18, 2021 at 07:22PM",Garden_Data2,20.4,28,748
"April 18, 2021 at 07:37PM",Garden_Data2,19.7,29,749
"April 18, 2021 at 07:51PM",Garden_Data2,19.1,30,749
"April 18, 2021 at 08:06PM",Garden_Data2,18.5,32,750
"April 18, 2021 at 08:20PM",Garden_Data2,17.8,33,750
"April 18, 2021 at 08:35PM",Garden_Data2,17.2,34,763
"April 18, 2021 at 08:49PM",Garden_Data2,16.7,36,772
"April 18, 2021 at 09:04PM",Garden_Data2,16.1,36,774
"April 18, 2021 at 09:18PM",Garden_Data2,15.6,37,764
"April 18, 2021 at 09:32PM",Garden_Data2,15.1,38,771
"April 18, 2021 at 09:47PM",Garden_Data2,14.7,39,775
"April 18, 2021 at 10:01PM",Garden_Data2,14.4,40,781
"April 18, 2021 at 10:16PM",Garden_Data2,14.1,40,787
"April 18, 2021 at 10:30PM",Garden_Data2,13.9,40,760
"April 18, 2021 at 10:45PM",Garden_Data2,13.8,41,763
"April 18, 2021 at 10:59PM",Garden_Data2,13.7,41,764
"April 18, 2021 at 11:14PM",Garden_Data2,13.4,42,769
"April 18, 2021 at 11:28PM",Garden_Data2,13.2,42,772
"April 18, 2021 at 11:43PM",Garden_Data2,13.1,43,766
"April 18, 2021 at 11:57PM",Garden_Data2,12.8,42,783
"April 19, 2021 at 12:12AM",Garden_Data2,12.7,43,782
"April 19, 2021 at 12:26AM",Garden_Data2,12.5,43,781
"April 19, 2021 at 12:41AM",Garden_Data2,12.3,45,782
"April 19, 2021 at 12:55AM",Garden_Data2,12.1,46,787
"April 19, 2021 at 01:10AM",Garden_Data2,11.8,47,787
"April 19, 2021 at 01:24AM",Garden_Data2,11.8,45,787
"April 19, 2021 at 01:39AM",Garden_Data2,11.9,46,785
"April 19, 2021 at 01:53AM",Garden_Data2,11.9,46,787
"April 19, 2021 at 02:08AM",Garden_Data2,12,46,787
"April 19, 2021 at 02:23AM",Garden_Data2,12.2,48,786
"April 19, 2021 at 02:37AM",Garden_Data2,12.5,48,788
"April 19, 2021 at 02:52AM",Garden_Data2,12.7,48,786
"April 19, 2021 at 03:06AM",Garden_Data2,12.7,48,789
"April 19, 2021 at 03:21AM",Garden_Data2,12.5,50,790
"April 19, 2021 at 03:35AM",Garden_Data2,12.3,51,793
"April 19, 2021 at 03:50AM",Garden_Data2,12.2,52,792
"April 19, 2021 at 04:05AM",Garden_Data2,12.2,52,792
"April 19, 2021 at 04:19AM",Garden_Data2,12.3,52,793
"April 19, 2021 at 04:33AM",Garden_Data2,12.4,52,793
"April 19, 2021 at 04:48AM",Garden_Data2,12.5,53,795
"April 19, 2021 at 05:03AM",Garden_Data2,12.7,54,795
"April 19, 2021 at 05:17AM",Garden_Data2,12.8,53,797
"April 19, 2021 at 05:32AM",Garden_Data2,12.8,56,795
"April 19, 2021 at 05:46AM",Garden_Data2,12.7,54,798
"April 19, 2021 at 06:01AM",Garden_Data2,12.6,56,798
"April 19, 2021 at 06:15AM",Garden_Data2,12.3,56,801
"April 19, 2021 at 06:30AM",Garden_Data2,12,56,802
"April 19, 2021 at 06:44AM",Garden_Data2,11.7,55,801
"April 19, 2021 at 06:59AM",Garden_Data2,11.5,56,804
"April 19, 2021 at 07:14AM",Garden_Data2,11.4,57,806
"April 19, 2021 at 07:28AM",Garden_Data2,11.5,57,806
"April 19, 2021 at 07:43AM",Garden_Data2,11.5,57,805
"April 19, 2021 at 07:57AM",Garden_Data2,11.7,58,807
"April 19, 2021 at 08:12AM",Garden_Data2,11.7,57,809
"April 19, 2021 at 08:26AM",Garden_Data2,12,59,807
"April 19, 2021 at 08:41AM",Garden_Data2,12.2,57,812
"April 19, 2021 at 08:55AM",Garden_Data2,12.3,57,807
"April 19, 2021 at 09:10AM",Garden_Data2,12.3,57,812
"April 19, 2021 at 09:24AM",Garden_Data2,12.6,56,811
"April 19, 2021 at 09:39AM",Garden_Data2,13.1,57,814
"April 19, 2021 at 09:54AM",Garden_Data2,13.6,56,817
"April 19, 2021 at 10:08AM",Garden_Data2,14.1,56,814
"April 19, 2021 at 10:23AM",Garden_Data2,14.1,55,813
"April 19, 2021 at 10:37AM",Garden_Data2,14.3,56,813
"April 19, 2021 at 10:52AM",Garden_Data2,14.3,55,816
"April 19, 2021 at 11:06AM",Garden_Data2,14.9,55,818
"April 19, 2021 at 11:21AM",Garden_Data2,15.2,54,814
"April 19, 2021 at 11:36AM",Garden_Data2,15.9,53,816
"April 19, 2021 at 11:50AM",Garden_Data2,17.1,52,817
