Time,Source,Soil Temp,Light
"April 16, 2021 at 12:58AM",Garden_Data,14.94,0
"April 16, 2021 at 01:12AM",Garden_Data,14.69,0
"April 16, 2021 at 01:27AM",Garden_Data,14.44,0
"April 16, 2021 at 01:41AM",Garden_Data,14.19,0
"April 16, 2021 at 01:56AM",Garden_Data,14,0
"April 16, 2021 at 02:10AM",Garden_Data,13.75,0
"April 16, 2021 at 02:25AM",Garden_Data,13.5,0
"April 16, 2021 at 02:39AM",Garden_Data,13.31,0
"April 16, 2021 at 02:53AM",Garden_Data,13.06,0
"April 16, 2021 at 03:08AM",Garden_Data,12.88,0
"April 16, 2021 at 03:22AM",Garden_Data,12.63,0
"April 16, 2021 at 03:37AM",Garden_Data,12.44,0
"April 16, 2021 at 03:51AM",Garden_Data,12.19,0
"April 16, 2021 at 04:06AM",Garden_Data,12,0
"April 16, 2021 at 04:20AM",Garden_Data,11.81,0
"April 16, 2021 at 04:35AM",Garden_Data,11.63,0
"April 16, 2021 at 04:49AM",Garden_Data,11.38,0
"April 16, 2021 at 05:03AM",Garden_Data,11.19,0
"April 16, 2021 at 05:18AM",Garden_Data,10.94,0
"April 16, 2021 at 05:32AM",Garden_Data,10.75,0
"April 16, 2021 at 05:47AM",Garden_Data,10.56,0
"April 16, 2021 at 06:01AM",Garden_Data,10.38,0
"April 16, 2021 at 06:16AM",Garden_Data,10.13,0
"April 16, 2021 at 06:30AM",Garden_Data,9.94,1
"April 16, 2021 at 06:45AM",Garden_Data,9.75,14
"April 16, 2021 at 06:59AM",Garden_Data,9.56,33
"April 16, 2021 at 07:13AM",Garden_Data,9.38,49
"April 16, 2021 at 07:28AM",Garden_Data,9.19,60
"April 16, 2021 at 07:42AM",Garden_Data,9.06,68
"April 16, 2021 at 07:57AM",Garden_Data,8.88,73
"April 16, 2021 at 08:11AM",Garden_Data,8.75,77
"April 16, 2021 at 08:26AM",Garden_Data,8.63,85
"April 16, 2021 at 08:40AM",Garden_Data,8.56,89
"April 16, 2021 at 08:55AM",Garden_Data,8.5,97
"April 16, 2021 at 09:09AM",Garden_Data,8.44,98
"April 16, 2021 at 09:24AM",Garden_Data,8.44,104
"April 16, 2021 at 09:38AM",Garden_Data,8.44,109
"April 16, 2021 at 09:53AM",Garden_Data,8.44,114
"April 16, 2021 at 10:07AM",Garden_Data,8.44,116
"April 16, 2021 at 10:22AM",Garden_Data,8.44,163
"April 16, 2021 at 10:36AM",Garden_Data,8.44,427
"April 16, 2021 at 10:51AM",Garden_Data,8.44,319
"April 16, 2021 at 11:05AM",Garden_Data,8.5,228
"April 16, 2021 at 11:20AM",Garden_Data,8.56,459
"April 16, 2021 at 11:34AM",Garden_Data,8.75,542
"April 16, 2021 at 11:49AM",Garden_Data,9.19,526
"April 16, 2021 at 12:03PM",Garden_Data,9.5,518
"April 16, 2021 at 12:18PM",Garden_Data,9.88,536
"April 16, 2021 at 12:33PM",Garden_Data,10.31,533
"April 16, 2021 at 12:47PM",Garden_Data,10.88,546
"April 16, 2021 at 01:01PM",Garden_Data,11.56,555
"April 16, 2021 at 01:16PM",Garden_Data,12.19,553
"April 16, 2021 at 01:31PM",Garden_Data,12.88,554
"April 16, 2021 at 01:45PM",Garden_Data,13.5,546
"April 16, 2021 at 02:00PM",Garden_Data,14.13,547
"April 16, 2021 at 02:14PM",Garden_Data,14.69,561
"April 16, 2021 at 02:29PM",Garden_Data,15.25,559
"April 16, 2021 at 02:43PM",Garden_Data,15.88,559
"April 16, 2021 at 02:58PM",Garden_Data,16.5,537
"April 16, 2021 at 03:12PM",Garden_Data,17.19,547
"April 16, 2021 at 03:27PM",Garden_Data,17.88,542
"April 16, 2021 at 03:41PM",Garden_Data,18.63,533
"April 16, 2021 at 03:56PM",Garden_Data,19.44,526
"April 16, 2021 at 04:10PM",Garden_Data,20.13,181
"April 16, 2021 at 04:24PM",Garden_Data,20.63,163
"April 16, 2021 at 04:39PM",Garden_Data,21.06,151
"April 16, 2021 at 04:53PM",Garden_Data,21.38,189
"April 16, 2021 at 05:07PM",Garden_Data,21.56,152
"April 16, 2021 at 05:22PM",Garden_Data,21.69,161
"April 16, 2021 at 05:36PM",Garden_Data,21.75,171
"April 16, 2021 at 05:51PM",Garden_Data,21.75,161
"April 16, 2021 at 06:05PM",Garden_Data,21.69,113
"April 16, 2021 at 06:20PM",Garden_Data,21.56,132
"April 16, 2021 at 06:34PM",Garden_Data,21.44,109
"April 16, 2021 at 06:49PM",Garden_Data,21.25,117
"April 16, 2021 at 07:03PM",Garden_Data,21,89
"April 16, 2021 at 07:17PM",Garden_Data,20.81,60
"April 16, 2021 at 07:32PM",Garden_Data,20.56,48
"April 16, 2021 at 07:46PM",Garden_Data,20.38,19
"April 16, 2021 at 08:01PM",Garden_Data,20.13,4
"April 16, 2021 at 08:15PM",Garden_Data,19.94,0
"April 16, 2021 at 08:30PM",Garden_Data,19.69,0
"April 16, 2021 at 08:44PM",Garden_Data,19.44,0
"April 16, 2021 at 08:59PM",Garden_Data,19.19,0
"April 16, 2021 at 09:04PM",Garden_Data,19.13,0
"April 16, 2021 at 09:18PM",Garden_Data,18.88,0
"April 16, 2021 at 09:33PM",Garden_Data,18.63,0
"April 16, 2021 at 09:47PM",Garden_Data,18.38,0
"April 16, 2021 at 10:02PM",Garden_Data,18.06,0
"April 16, 2021 at 10:16PM",Garden_Data,17.88,0
"April 16, 2021 at 10:31PM",Garden_Data,17.56,0
"April 16, 2021 at 10:45PM",Garden_Data,17.31,0
"April 16, 2021 at 11:00PM",Garden_Data,17.06,0
"April 16, 2021 at 11:14PM",Garden_Data,16.81,0
"April 16, 2021 at 11:28PM",Garden_Data,16.56,0
"April 16, 2021 at 11:43PM",Garden_Data,16.31,0
"April 16, 2021 at 11:57PM",Garden_Data,16.06,0
"April 17, 2021 at 12:12AM",Garden_Data,15.81,0
"April 17, 2021 at 12:26AM",Garden_Data,15.63,0
"April 17, 2021 at 12:41AM",Garden_Data,15.38,0
"April 17, 2021 at 12:55AM",Garden_Data,15.13,0
"April 17, 2021 at 01:10AM",Garden_Data,14.88,0
"April 17, 2021 at 01:24AM",Garden_Data,14.69,0
"April 17, 2021 at 01:39AM",Garden_Data,14.5,0
"April 17, 2021 at 01:53AM",Garden_Data,14.31,0
"April 17, 2021 at 02:08AM",Garden_Data,14.06,0
"April 17, 2021 at 02:22AM",Garden_Data,13.88,0
"April 17, 2021 at 02:36AM",Garden_Data,13.69,0
"April 17, 2021 at 02:51AM",Garden_Data,13.5,0
"April 17, 2021 at 03:05AM",Garden_Data,13.31,0
"April 17, 2021 at 03:20AM",Garden_Data,13.13,0
"April 17, 2021 at 03:34AM",Garden_Data,12.94,0
"April 17, 2021 at 03:49AM",Garden_Data,12.75,0
"April 17, 2021 at 04:03AM",Garden_Data,12.56,0
"April 17, 2021 at 04:18AM",Garden_Data,12.38,0
"April 17, 2021 at 04:32AM",Garden_Data,12.19,0
"April 17, 2021 at 04:47AM",Garden_Data,12,0
"April 17, 2021 at 05:01AM",Garden_Data,11.81,0
"April 17, 2021 at 05:15AM",Garden_Data,11.69,0
"April 17, 2021 at 05:30AM",Garden_Data,11.5,0
"April 17, 2021 at 05:44AM",Garden_Data,11.31,0
"April 17, 2021 at 05:59AM",Garden_Data,11.13,0
"April 17, 2021 at 06:13AM",Garden_Data,10.94,0
"April 17, 2021 at 06:28AM",Garden_Data,10.81,1
"April 17, 2021 at 06:42AM",Garden_Data,10.63,12
"April 17, 2021 at 06:57AM",Garden_Data,10.5,31
"April 17, 2021 at 07:11AM",Garden_Data,10.38,54
"April 17, 2021 at 07:26AM",Garden_Data,10.25,87
"April 17, 2021 at 07:40AM",Garden_Data,10.13,100
"April 17, 2021 at 07:55AM",Garden_Data,10,128
"April 17, 2021 at 08:09AM",Garden_Data,10,125
"April 17, 2021 at 08:24AM",Garden_Data,9.94,161
"April 17, 2021 at 08:38AM",Garden_Data,9.94,128
"April 17, 2021 at 08:52AM",Garden_Data,9.94,173
"April 17, 2021 at 09:07AM",Garden_Data,9.94,210
"April 17, 2021 at 09:21AM",Garden_Data,10,201
"April 17, 2021 at 09:36AM",Garden_Data,10,207
"April 17, 2021 at 09:50AM",Garden_Data,10.13,242
"April 17, 2021 at 10:05AM",Garden_Data,10.19,246
"April 17, 2021 at 10:20AM",Garden_Data,10.31,232
"April 17, 2021 at 10:34AM",Garden_Data,10.38,281
"April 17, 2021 at 10:49AM",Garden_Data,10.5,256
"April 17, 2021 at 11:03AM",Garden_Data,10.63,292
"April 17, 2021 at 11:18AM",Garden_Data,10.75,328
"April 17, 2021 at 11:32AM",Garden_Data,11,363
"April 17, 2021 at 11:47AM",Garden_Data,11.19,333
"April 17, 2021 at 12:01PM",Garden_Data,11.5,468
"April 17, 2021 at 12:16PM",Garden_Data,11.81,376
"April 17, 2021 at 12:30PM",Garden_Data,12.13,392
"April 17, 2021 at 12:45PM",Garden_Data,12.44,398
"April 17, 2021 at 12:59PM",Garden_Data,12.81,366
"April 17, 2021 at 01:14PM",Garden_Data,13.19,536
"April 17, 2021 at 01:28PM",Garden_Data,13.56,274
"April 17, 2021 at 01:42PM",Garden_Data,13.88,303
"April 17, 2021 at 01:57PM",Garden_Data,14.13,423
"April 17, 2021 at 02:11PM",Garden_Data,14.44,442
"April 17, 2021 at 02:26PM",Garden_Data,14.94,570
"April 17, 2021 at 02:40PM",Garden_Data,15.44,280
"April 17, 2021 at 02:55PM",Garden_Data,15.69,267
"April 17, 2021 at 03:09PM",Garden_Data,15.88,221
"April 17, 2021 at 03:23PM",Garden_Data,16,228
"April 17, 2021 at 03:38PM",Garden_Data,16.13,266
"April 17, 2021 at 03:53PM",Garden_Data,16.31,322
"April 17, 2021 at 04:07PM",Garden_Data,16.44,236
"April 17, 2021 at 04:22PM",Garden_Data,16.56,218
"April 17, 2021 at 04:36PM",Garden_Data,16.69,220
"April 17, 2021 at 04:51PM",Garden_Data,16.75,261
"April 17, 2021 at 05:05PM",Garden_Data,16.81,244
"April 17, 2021 at 05:20PM",Garden_Data,16.94,232
"April 17, 2021 at 05:34PM",Garden_Data,17,236
"April 17, 2021 at 05:48PM",Garden_Data,17,209
"April 17, 2021 at 06:03PM",Garden_Data,17,201
"April 17, 2021 at 06:17PM",Garden_Data,17.06,169
"April 17, 2021 at 06:32PM",Garden_Data,17.06,157
"April 17, 2021 at 06:46PM",Garden_Data,17,104
"April 17, 2021 at 07:01PM",Garden_Data,16.94,78
"April 17, 2021 at 07:15PM",Garden_Data,16.94,77
"April 17, 2021 at 07:30PM",Garden_Data,16.88,41
"April 17, 2021 at 07:44PM",Garden_Data,16.75,22
"April 17, 2021 at 07:58PM",Garden_Data,16.69,8
"April 17, 2021 at 08:13PM",Garden_Data,16.63,0
"April 17, 2021 at 08:27PM",Garden_Data,16.56,0
"April 17, 2021 at 08:42PM",Garden_Data,16.44,0
"April 17, 2021 at 08:56PM",Garden_Data,16.31,0
"April 17, 2021 at 09:11PM",Garden_Data,16.19,0
"April 17, 2021 at 09:25PM",Garden_Data,16.13,0
"April 17, 2021 at 09:40PM",Garden_Data,16,0
"April 17, 2021 at 09:54PM",Garden_Data,15.88,0
"April 17, 2021 at 10:09PM",Garden_Data,15.75,0
"April 17, 2021 at 10:23PM",Garden_Data,15.63,0
"April 17, 2021 at 10:38PM",Garden_Data,15.56,0
"April 17, 2021 at 10:52PM",Garden_Data,15.44,0
"April 17, 2021 at 11:06PM",Garden_Data,15.31,0
"April 17, 2021 at 11:21PM",Garden_Data,15.19,0
"April 17, 2021 at 11:35PM",Garden_Data,15.13,0
"April 17, 2021 at 11:50PM",Garden_Data,15,0
"April 18, 2021 at 12:04AM",Garden_Data,14.88,0
"April 18, 2021 at 12:19AM",Garden_Data,14.81,0
"April 18, 2021 at 12:33AM",Garden_Data,14.69,0
"April 18, 2021 at 12:48AM",Garden_Data,14.63,0
"April 18, 2021 at 01:02AM",Garden_Data,14.5,0
"April 18, 2021 at 01:17AM",Garden_Data,14.38,0
"April 18, 2021 at 01:31AM",Garden_Data,14.31,0
"April 18, 2021 at 01:45AM",Garden_Data,14.25,0
"April 18, 2021 at 02:00AM",Garden_Data,14.13,0
"April 18, 2021 at 02:14AM",Garden_Data,14,0
"April 18, 2021 at 02:29AM",Garden_Data,13.94,0
"April 18, 2021 at 02:43AM",Garden_Data,13.81,0
"April 18, 2021 at 02:58AM",Garden_Data,13.75,0
"April 18, 2021 at 03:12AM",Garden_Data,13.63,0
"April 18, 2021 at 03:27AM",Garden_Data,13.56,0
"April 18, 2021 at 03:41AM",Garden_Data,13.44,0
"April 18, 2021 at 03:56AM",Garden_Data,13.38,0
"April 18, 2021 at 04:10AM",Garden_Data,13.25,0
"April 18, 2021 at 04:25AM",Garden_Data,13.19,0
"April 18, 2021 at 04:39AM",Garden_Data,13.06,0
"April 18, 2021 at 04:53AM",Garden_Data,12.94,0
"April 18, 2021 at 05:08AM",Garden_Data,12.81,0
"April 18, 2021 at 05:22AM",Garden_Data,12.75,0
"April 18, 2021 at 05:37AM",Garden_Data,12.63,0
"April 18, 2021 at 05:51AM",Garden_Data,12.5,0
"April 18, 2021 at 06:06AM",Garden_Data,12.44,0
"April 18, 2021 at 06:20AM",Garden_Data,12.31,0
"April 18, 2021 at 06:35AM",Garden_Data,12.19,5
"April 18, 2021 at 06:49AM",Garden_Data,12.06,21
"April 18, 2021 at 07:04AM",Garden_Data,12,41
"April 18, 2021 at 07:18AM",Garden_Data,11.88,66
"April 18, 2021 at 07:33AM",Garden_Data,11.75,76
"April 18, 2021 at 07:47AM",Garden_Data,11.69,79
"April 18, 2021 at 08:02AM",Garden_Data,11.56,102
"April 18, 2021 at 08:16AM",Garden_Data,11.56,133
"April 18, 2021 at 08:30AM",Garden_Data,11.5,158
"April 18, 2021 at 08:45AM",Garden_Data,11.44,118
"April 18, 2021 at 08:59AM",Garden_Data,11.44,115
"April 18, 2021 at 09:14AM",Garden_Data,11.44,151
"April 18, 2021 at 09:28AM",Garden_Data,11.44,105
"April 18, 2021 at 09:43AM",Garden_Data,11.44,134
"April 18, 2021 at 09:57AM",Garden_Data,11.5,122
"April 18, 2021 at 10:12AM",Garden_Data,11.5,284
"April 18, 2021 at 10:26AM",Garden_Data,11.5,321
"April 18, 2021 at 10:41AM",Garden_Data,11.5,514
"April 18, 2021 at 10:55AM",Garden_Data,11.56,196
"April 18, 2021 at 11:10AM",Garden_Data,11.69,306
"April 18, 2021 at 11:24AM",Garden_Data,11.75,507
"April 18, 2021 at 11:39AM",Garden_Data,12.06,525
"April 18, 2021 at 11:54AM",Garden_Data,12.5,439
"April 18, 2021 at 12:08PM",Garden_Data,12.81,516
"April 18, 2021 at 12:23PM",Garden_Data,13.19,471
"April 18, 2021 at 12:37PM",Garden_Data,13.5,456
"April 18, 2021 at 12:51PM",Garden_Data,13.88,499
"April 18, 2021 at 01:06PM",Garden_Data,14.38,481
"April 18, 2021 at 01:20PM",Garden_Data,14.88,531
"April 18, 2021 at 01:35PM",Garden_Data,15.44,406
"April 18, 2021 at 01:49PM",Garden_Data,15.81,403
"April 18, 2021 at 02:04PM",Garden_Data,16.13,448
"April 18, 2021 at 02:18PM",Garden_Data,16.44,441
"April 18, 2021 at 02:33PM",Garden_Data,17,536
"April 18, 2021 at 02:47PM",Garden_Data,17.5,553
"April 18, 2021 at 03:02PM",Garden_Data,18.19,558
"April 18, 2021 at 03:16PM",Garden_Data,18.75,556
"April 18, 2021 at 03:31PM",Garden_Data,19.25,415
"April 18, 2021 at 03:45PM",Garden_Data,19.88,535
"April 18, 2021 at 04:00PM",Garden_Data,20.63,529
"April 18, 2021 at 04:14PM",Garden_Data,21.06,205
"April 18, 2021 at 04:28PM",Garden_Data,21.31,205
"April 18, 2021 at 04:43PM",Garden_Data,21.56,230
"April 18, 2021 at 04:57PM",Garden_Data,21.69,207
"April 18, 2021 at 05:11PM",Garden_Data,21.81,149
"April 18, 2021 at 05:26PM",Garden_Data,21.88,153
"April 18, 2021 at 05:40PM",Garden_Data,21.88,154
"April 18, 2021 at 05:55PM",Garden_Data,21.81,153
"April 18, 2021 at 06:09PM",Garden_Data,21.75,118
"April 18, 2021 at 06:24PM",Garden_Data,21.63,110
"April 18, 2021 at 06:38PM",Garden_Data,21.5,100
"April 18, 2021 at 06:53PM",Garden_Data,21.31,88
"April 18, 2021 at 07:07PM",Garden_Data,21.19,76
"April 18, 2021 at 07:22PM",Garden_Data,21,57
"April 18, 2021 at 07:36PM",Garden_Data,20.81,38
"April 18, 2021 at 07:51PM",Garden_Data,20.63,18
"April 18, 2021 at 08:05PM",Garden_Data,20.38,3
"April 18, 2021 at 08:19PM",Garden_Data,20.19,0
"April 18, 2021 at 08:34PM",Garden_Data,19.94,0
"April 18, 2021 at 08:48PM",Garden_Data,19.75,0
"April 18, 2021 at 09:03PM",Garden_Data,19.44,0
"April 18, 2021 at 09:17PM",Garden_Data,19.25,0
"April 18, 2021 at 09:31PM",Garden_Data,18.94,0
"April 18, 2021 at 09:46PM",Garden_Data,18.69,0
"April 18, 2021 at 10:00PM",Garden_Data,18.44,0
"April 18, 2021 at 10:15PM",Garden_Data,18.19,0
"April 18, 2021 at 10:29PM",Garden_Data,18,0
"April 18, 2021 at 10:44PM",Garden_Data,17.75,0
"April 18, 2021 at 10:58PM",Garden_Data,17.5,0
"April 18, 2021 at 11:12PM",Garden_Data,17.25,0
"April 18, 2021 at 11:27PM",Garden_Data,17.06,0
"April 18, 2021 at 11:41PM",Garden_Data,16.81,0
"April 18, 2021 at 11:56PM",Garden_Data,16.63,0
"April 19, 2021 at 12:10AM",Garden_Data,16.38,0
"April 19, 2021 at 12:25AM",Garden_Data,16.19,0
"April 19, 2021 at 12:39AM",Garden_Data,15.94,0
"April 19, 2021 at 12:53AM",Garden_Data,15.75,0
"April 19, 2021 at 01:08AM",Garden_Data,15.5,0
"April 19, 2021 at 01:22AM",Garden_Data,15.31,0
"April 19, 2021 at 01:37AM",Garden_Data,15.13,0
"April 19, 2021 at 01:51AM",Garden_Data,15,0
"April 19, 2021 at 02:06AM",Garden_Data,14.81,0
"April 19, 2021 at 02:20AM",Garden_Data,14.69,0
"April 19, 2021 at 02:35AM",Garden_Data,14.56,0
"April 19, 2021 at 02:49AM",Garden_Data,14.44,0
"April 19, 2021 at 03:03AM",Garden_Data,14.31,0
"April 19, 2021 at 03:18AM",Garden_Data,14.13,0
"April 19, 2021 at 03:32AM",Garden_Data,14.06,0
"April 19, 2021 at 03:47AM",Garden_Data,13.88,0
"April 19, 2021 at 04:01AM",Garden_Data,13.81,0
"April 19, 2021 at 04:16AM",Garden_Data,13.69,0
"April 19, 2021 at 04:30AM",Garden_Data,13.56,0
"April 19, 2021 at 04:45AM",Garden_Data,13.5,0
"April 19, 2021 at 04:59AM",Garden_Data,13.38,0
"April 19, 2021 at 05:13AM",Garden_Data,13.25,0
"April 19, 2021 at 05:28AM",Garden_Data,13.19,0
"April 19, 2021 at 05:42AM",Garden_Data,13.06,0
"April 19, 2021 at 05:57AM",Garden_Data,12.94,0
"April 19, 2021 at 06:11AM",Garden_Data,12.81,0
"April 19, 2021 at 06:26AM",Garden_Data,12.69,1
"April 19, 2021 at 06:40AM",Garden_Data,12.56,10
"April 19, 2021 at 06:55AM",Garden_Data,12.44,45
"April 19, 2021 at 07:09AM",Garden_Data,12.31,30
"April 19, 2021 at 07:23AM",Garden_Data,12.25,52
"April 19, 2021 at 07:38AM",Garden_Data,12.13,111
"April 19, 2021 at 07:52AM",Garden_Data,12.06,104
"April 19, 2021 at 08:07AM",Garden_Data,12,116
"April 19, 2021 at 08:21AM",Garden_Data,11.94,81
"April 19, 2021 at 08:36AM",Garden_Data,11.88,78
"April 19, 2021 at 08:50AM",Garden_Data,11.81,117
"April 19, 2021 at 09:05AM",Garden_Data,11.75,165
"April 19, 2021 at 09:19AM",Garden_Data,11.75,201
"April 19, 2021 at 09:34AM",Garden_Data,11.81,186
"April 19, 2021 at 09:48AM",Garden_Data,11.81,216
"April 19, 2021 at 10:03AM",Garden_Data,11.81,115
"April 19, 2021 at 10:17AM",Garden_Data,11.88,168
"April 19, 2021 at 10:32AM",Garden_Data,11.88,171
"April 19, 2021 at 10:46AM",Garden_Data,11.94,257
"April 19, 2021 at 11:01AM",Garden_Data,12.06,242
"April 19, 2021 at 11:15AM",Garden_Data,12.13,292
"April 19, 2021 at 11:30AM",Garden_Data,12.25,337
"April 19, 2021 at 11:44AM",Garden_Data,12.44,172
"April 19, 2021 at 11:59AM",Garden_Data,12.5,177
"April 19, 2021 at 12:13PM",Garden_Data,12.5,158
"April 19, 2021 at 12:27PM",Garden_Data,12.56,266
"April 19, 2021 at 12:42PM",Garden_Data,12.75,382
"April 19, 2021 at 12:57PM",Garden_Data,13,536
"April 19, 2021 at 01:11PM",Garden_Data,13.44,526
"April 19, 2021 at 01:26PM",Garden_Data,14,541
"April 19, 2021 at 01:40PM",Garden_Data,14.75,545
"April 19, 2021 at 01:55PM",Garden_Data,15.5,543
"April 19, 2021 at 02:09PM",Garden_Data,16.25,550
"April 19, 2021 at 02:24PM",Garden_Data,16.94,567
"April 19, 2021 at 02:38PM",Garden_Data,17.69,541
"April 19, 2021 at 02:53PM",Garden_Data,18.38,557
"April 19, 2021 at 03:07PM",Garden_Data,19.06,549
"April 19, 2021 at 03:22PM",Garden_Data,19.88,537
"April 19, 2021 at 03:36PM",Garden_Data,20.75,540
"April 19, 2021 at 03:51PM",Garden_Data,21.56,553
"April 19, 2021 at 04:05PM",Garden_Data,22.25,228
"April 19, 2021 at 04:19PM",Garden_Data,22.63,201
"April 19, 2021 at 04:34PM",Garden_Data,22.88,197
"April 19, 2021 at 04:48PM",Garden_Data,23.13,182
"April 19, 2021 at 05:02PM",Garden_Data,23.19,192
"April 19, 2021 at 05:17PM",Garden_Data,23.31,225
"April 19, 2021 at 05:31PM",Garden_Data,23.25,149
"April 19, 2021 at 05:46PM",Garden_Data,23.19,173
"April 19, 2021 at 06:00PM",Garden_Data,23.06,159
"April 19, 2021 at 06:15PM",Garden_Data,22.94,144
"April 19, 2021 at 06:29PM",Garden_Data,22.75,121
"April 19, 2021 at 06:44PM",Garden_Data,22.5,113
"April 19, 2021 at 06:58PM",Garden_Data,22.31,86
"April 19, 2021 at 07:12PM",Garden_Data,22.06,75
"April 19, 2021 at 07:27PM",Garden_Data,21.81,57
"April 19, 2021 at 07:41PM",Garden_Data,21.56,36
"April 19, 2021 at 07:56PM",Garden_Data,21.31,13
"April 19, 2021 at 08:10PM",Garden_Data,21,1
"April 19, 2021 at 08:25PM",Garden_Data,20.75,0
"April 19, 2021 at 08:39PM",Garden_Data,20.44,0
"April 19, 2021 at 08:54PM",Garden_Data,20.13,0
"April 19, 2021 at 09:08PM",Garden_Data,19.81,0
"April 19, 2021 at 09:23PM",Garden_Data,19.5,0
"April 19, 2021 at 09:37PM",Garden_Data,19.25,0
"April 19, 2021 at 09:51PM",Garden_Data,18.94,0
"April 19, 2021 at 10:06PM",Garden_Data,18.63,0
"April 19, 2021 at 10:20PM",Garden_Data,18.31,0
"April 19, 2021 at 10:35PM",Garden_Data,18,0
"April 19, 2021 at 10:49PM",Garden_Data,17.75,0
"April 19, 2021 at 11:04PM",Garden_Data,17.44,0
"April 19, 2021 at 11:18PM",Garden_Data,17.13,0
"April 19, 2021 at 11:33PM",Garden_Data,16.88,0
"April 19, 2021 at 11:47PM",Garden_Data,16.56,0
"April 20, 2021 at 12:02AM",Garden_Data,16.31,0
"April 20, 2021 at 12:16AM",Garden_Data,16,0
"April 20, 2021 at 12:31AM",Garden_Data,15.75,0
"April 20, 2021 at 12:45AM",Garden_Data,15.5,0
"April 20, 2021 at 12:59AM",Garden_Data,15.25,0
"April 20, 2021 at 01:14AM",Garden_Data,15,0
"April 20, 2021 at 01:28AM",Garden_Data,14.75,0
"April 20, 2021 at 01:43AM",Garden_Data,14.5,0
"April 20, 2021 at 01:57AM",Garden_Data,14.31,0
"April 20, 2021 at 02:12AM",Garden_Data,14.06,0
"April 20, 2021 at 02:26AM",Garden_Data,13.81,0
"April 20, 2021 at 02:40AM",Garden_Data,13.63,0
"April 20, 2021 at 02:55AM",Garden_Data,13.44,0
"April 20, 2021 at 03:09AM",Garden_Data,13.19,0
"April 20, 2021 at 03:24AM",Garden_Data,13,0
"April 20, 2021 at 03:38AM",Garden_Data,12.81,0
"April 20, 2021 at 03:53AM",Garden_Data,12.63,0
"April 20, 2021 at 04:07AM",Garden_Data,12.44,0
"April 20, 2021 at 04:22AM",Garden_Data,12.19,0
"April 20, 2021 at 04:36AM",Garden_Data,12,0
"April 20, 2021 at 04:51AM",Garden_Data,11.81,0
"April 20, 2021 at 05:05AM",Garden_Data,11.63,0
"April 20, 2021 at 05:20AM",Garden_Data,11.5,0
"April 20, 2021 at 05:34AM",Garden_Data,11.31,0
"April 20, 2021 at 05:49AM",Garden_Data,11.13,0
"April 20, 2021 at 06:03AM",Garden_Data,10.94,0
"April 20, 2021 at 06:18AM",Garden_Data,10.75,0
"April 20, 2021 at 06:32AM",Garden_Data,10.63,4
"April 20, 2021 at 06:46AM",Garden_Data,10.5,21
"April 20, 2021 at 07:01AM",Garden_Data,10.38,51
"April 20, 2021 at 07:15AM",Garden_Data,10.25,66
"April 20, 2021 at 07:30AM",Garden_Data,10.13,66
"April 20, 2021 at 07:44AM",Garden_Data,10.06,102
"April 20, 2021 at 07:59AM",Garden_Data,10,94
"April 20, 2021 at 08:13AM",Garden_Data,9.94,76
"April 20, 2021 at 08:28AM",Garden_Data,9.94,85
"April 20, 2021 at 08:42AM",Garden_Data,9.94,94
"April 20, 2021 at 08:57AM",Garden_Data,10,103
"April 20, 2021 at 09:11AM",Garden_Data,10.06,123
"April 20, 2021 at 09:26AM",Garden_Data,10.13,135
"April 20, 2021 at 09:40AM",Garden_Data,10.25,163
"April 20, 2021 at 09:55AM",Garden_Data,10.38,123
"April 20, 2021 at 10:09AM",Garden_Data,10.44,161
"April 20, 2021 at 10:23AM",Garden_Data,10.56,290
"April 20, 2021 at 10:38AM",Garden_Data,10.75,329
"April 20, 2021 at 10:52AM",Garden_Data,10.88,195
"April 20, 2021 at 11:07AM",Garden_Data,11.06,310
"April 20, 2021 at 11:22AM",Garden_Data,11.31,476
"April 20, 2021 at 11:36AM",Garden_Data,11.63,488
"April 20, 2021 at 11:51AM",Garden_Data,12.06,509
"April 20, 2021 at 12:05PM",Garden_Data,12.5,513
"April 20, 2021 at 12:20PM",Garden_Data,13,509
"April 20, 2021 at 12:34PM",Garden_Data,13.63,522
"April 20, 2021 at 12:49PM",Garden_Data,16.69,480
"April 20, 2021 at 12:49PM",Garden_Data,16.69,398
"April 20, 2021 at 01:03PM",Garden_Data,18.44,554
"April 20, 2021 at 01:18PM",Garden_Data,19.31,521
"April 20, 2021 at 01:32PM",Garden_Data,19.63,537
"April 20, 2021 at 02:02PM",Garden_Data,20.13,536
"April 20, 2021 at 02:16PM",Garden_Data,20.75,392
"April 20, 2021 at 02:30PM",Garden_Data,19.81,355
"April 20, 2021 at 02:45PM",Garden_Data,20.25,480
"April 20, 2021 at 03:13PM",Garden_Data,20.75,334
"April 20, 2021 at 03:27PM",Garden_Data,19.69,375
"April 20, 2021 at 03:42PM",Garden_Data,20.56,543
"April 20, 2021 at 03:56PM",Garden_Data,19.94,543
"April 20, 2021 at 04:11PM",Garden_Data,20.56,490
"April 20, 2021 at 04:25PM",Garden_Data,20.31,440
"April 20, 2021 at 04:40PM",Garden_Data,20.06,282
"April 20, 2021 at 04:54PM",Garden_Data,20.06,482
"April 20, 2021 at 05:08PM",Garden_Data,19.88,315
"April 20, 2021 at 05:23PM",Garden_Data,19.69,468
"April 20, 2021 at 05:37PM",Garden_Data,19.31,262
