Time,Source,Soil Temp,Light
"April 11, 2021 at 08:17AM",Garden_Data,19.5,58
"April 11, 2021 at 08:32AM",Garden_Data,19.5,64
"April 11, 2021 at 08:46AM",Garden_Data,19.5,64
"April 11, 2021 at 09:00AM",Garden_Data,19.5,277
"April 11, 2021 at 09:15AM",Garden_Data,19.38,304
"April 11, 2021 at 09:29AM",Garden_Data,19.38,337
"April 11, 2021 at 09:44AM",Garden_Data,19.25,254
"April 11, 2021 at 09:58AM",Garden_Data,19.19,641
"April 11, 2021 at 10:13AM",Garden_Data,19.25,385
"April 11, 2021 at 10:27AM",Garden_Data,19.31,429
"April 11, 2021 at 10:42AM",Garden_Data,19.38,286
"April 11, 2021 at 10:56AM",Garden_Data,19.25,346
"April 11, 2021 at 11:11AM",Garden_Data,19.38,375
"April 11, 2021 at 11:25AM",Garden_Data,20.13,424
"April 11, 2021 at 11:40AM",Garden_Data,21.13,482
"April 11, 2021 at 11:54AM",Garden_Data,21.75,288
"April 11, 2021 at 12:09PM",Garden_Data,22.69,502
"April 11, 2021 at 12:23PM",Garden_Data,23.06,357
"April 11, 2021 at 12:52PM",Garden_Data,24.75,368
"April 11, 2021 at 01:07PM",Garden_Data,25.88,344
"April 11, 2021 at 01:22PM",Garden_Data,26.94,570
"April 11, 2021 at 01:36PM",Garden_Data,28.13,566
"April 11, 2021 at 01:51PM",Garden_Data,29.06,543
"April 11, 2021 at 02:05PM",Garden_Data,29.38,561
"April 11, 2021 at 02:19PM",Garden_Data,29.81,594
"April 11, 2021 at 02:34PM",Garden_Data,30.13,704
"April 11, 2021 at 02:49PM",Garden_Data,31.13,817
"April 11, 2021 at 03:03PM",Garden_Data,31.75,857
"April 11, 2021 at 03:18PM",Garden_Data,31.13,848
"April 11, 2021 at 03:32PM",Garden_Data,30.94,838
"April 11, 2021 at 03:47PM",Garden_Data,31.75,896
"April 11, 2021 at 04:01PM",Garden_Data,31.81,472
"April 11, 2021 at 04:15PM",Garden_Data,30.88,360
"April 11, 2021 at 04:29PM",Garden_Data,29.75,380
"April 11, 2021 at 04:44PM",Garden_Data,29,316
"April 11, 2021 at 04:58PM",Garden_Data,28.13,341
"April 11, 2021 at 05:13PM",Garden_Data,27.31,274
"April 11, 2021 at 05:27PM",Garden_Data,26.56,244
"April 11, 2021 at 05:42PM",Garden_Data,25.88,243
"April 11, 2021 at 05:56PM",Garden_Data,25.38,268
"April 11, 2021 at 06:11PM",Garden_Data,24.88,277
"April 11, 2021 at 06:25PM",Garden_Data,24.5,260
"April 11, 2021 at 06:40PM",Garden_Data,24,172
"April 11, 2021 at 06:54PM",Garden_Data,23.5,144
"April 11, 2021 at 07:09PM",Garden_Data,23.06,120
"April 11, 2021 at 07:23PM",Garden_Data,22.63,91
"April 11, 2021 at 07:37PM",Garden_Data,22.25,56
"April 11, 2021 at 07:43PM",Garden_Data,22.06,26
"April 11, 2021 at 07:58PM",Garden_Data,21.69,8
"April 11, 2021 at 08:12PM",Garden_Data,21.38,0
"April 11, 2021 at 08:26PM",Garden_Data,21,0
"April 11, 2021 at 08:41PM",Garden_Data,20.69,0
"April 11, 2021 at 08:55PM",Garden_Data,20.38,0
"April 11, 2021 at 09:10PM",Garden_Data,20,0
"April 11, 2021 at 09:24PM",Garden_Data,19.69,0
"April 11, 2021 at 09:39PM",Garden_Data,19.31,0
"April 11, 2021 at 09:53PM",Garden_Data,19,0
"April 11, 2021 at 10:08PM",Garden_Data,18.69,0
"April 11, 2021 at 10:22PM",Garden_Data,18.38,0
"April 11, 2021 at 10:37PM",Garden_Data,18.06,0
"April 11, 2021 at 10:51PM",Garden_Data,17.88,0
"April 11, 2021 at 11:06PM",Garden_Data,17.56,0
"April 11, 2021 at 11:20PM",Garden_Data,17.31,0
"April 11, 2021 at 11:34PM",Garden_Data,17.06,0
"April 11, 2021 at 11:49PM",Garden_Data,16.81,0
"April 12, 2021 at 12:03AM",Garden_Data,16.5,0
"April 12, 2021 at 12:18AM",Garden_Data,16.19,0
"April 12, 2021 at 12:32AM",Garden_Data,15.94,0
"April 12, 2021 at 12:47AM",Garden_Data,15.69,0
"April 12, 2021 at 01:01AM",Garden_Data,15.44,0
"April 12, 2021 at 01:16AM",Garden_Data,15.19,0
"April 12, 2021 at 01:30AM",Garden_Data,14.94,0
"April 12, 2021 at 01:45AM",Garden_Data,14.69,0
"April 12, 2021 at 01:59AM",Garden_Data,14.44,0
"April 12, 2021 at 02:13AM",Garden_Data,14.19,0
"April 12, 2021 at 02:28AM",Garden_Data,14,0
"April 12, 2021 at 02:42AM",Garden_Data,13.75,0
"April 12, 2021 at 02:57AM",Garden_Data,13.56,0
"April 12, 2021 at 03:11AM",Garden_Data,13.38,0
"April 12, 2021 at 03:26AM",Garden_Data,13.19,0
"April 12, 2021 at 03:40AM",Garden_Data,13,0
"April 12, 2021 at 03:55AM",Garden_Data,12.75,0
"April 12, 2021 at 04:09AM",Garden_Data,12.56,0
"April 12, 2021 at 04:24AM",Garden_Data,12.38,0
"April 12, 2021 at 04:38AM",Garden_Data,12.25,0
"April 12, 2021 at 04:53AM",Garden_Data,12.06,0
"April 12, 2021 at 05:07AM",Garden_Data,11.88,0
"April 12, 2021 at 05:21AM",Garden_Data,11.63,0
"April 12, 2021 at 05:36AM",Garden_Data,11.44,0
"April 12, 2021 at 05:50AM",Garden_Data,11.25,0
"April 12, 2021 at 06:05AM",Garden_Data,11.06,0
"April 12, 2021 at 06:19AM",Garden_Data,10.88,0
"April 12, 2021 at 06:34AM",Garden_Data,10.69,1
"April 12, 2021 at 06:48AM",Garden_Data,10.56,18
"April 12, 2021 at 07:03AM",Garden_Data,10.44,54
"April 12, 2021 at 07:17AM",Garden_Data,10.44,80
"April 12, 2021 at 07:32AM",Garden_Data,10.38,82
"April 12, 2021 at 07:46AM",Garden_Data,10.25,97
"April 12, 2021 at 08:00AM",Garden_Data,10.25,108
"April 12, 2021 at 08:15AM",Garden_Data,10.25,116
"April 12, 2021 at 08:29AM",Garden_Data,10.44,186
"April 12, 2021 at 08:44AM",Garden_Data,10.81,186
"April 12, 2021 at 08:59AM",Garden_Data,11,409
"April 12, 2021 at 09:13AM",Garden_Data,11.88,426
"April 12, 2021 at 09:28AM",Garden_Data,12.19,296
"April 12, 2021 at 09:42AM",Garden_Data,12.5,420
"April 12, 2021 at 09:57AM",Garden_Data,12.56,564
"April 12, 2021 at 10:11AM",Garden_Data,12.69,193
"April 12, 2021 at 10:25AM",Garden_Data,12.94,217
"April 12, 2021 at 10:40AM",Garden_Data,13.5,432
"April 12, 2021 at 10:54AM",Garden_Data,14,410
"April 12, 2021 at 11:09AM",Garden_Data,14.38,336
"April 12, 2021 at 11:23AM",Garden_Data,15.38,452
"April 12, 2021 at 11:38AM",Garden_Data,16.69,470
"April 12, 2021 at 11:53AM",Garden_Data,18.44,534
"April 12, 2021 at 12:07PM",Garden_Data,20.38,596
"April 12, 2021 at 12:22PM",Garden_Data,22,718
"April 12, 2021 at 12:36PM",Garden_Data,23.25,632
"April 12, 2021 at 12:51PM",Garden_Data,24.44,537
"April 12, 2021 at 01:01PM",Garden_Data,43.38,196
"April 12, 2021 at 01:15PM",Garden_Data,18.94,918
"April 12, 2021 at 01:30PM",Garden_Data,19.06,913
"April 12, 2021 at 01:44PM",Garden_Data,19.5,905
"April 12, 2021 at 01:58PM",Garden_Data,19.94,902
"April 12, 2021 at 02:13PM",Garden_Data,20.44,903
"April 12, 2021 at 02:28PM",Garden_Data,21,890
"April 12, 2021 at 02:42PM",Garden_Data,21.63,908
"April 12, 2021 at 02:56PM",Garden_Data,22.31,860
"April 12, 2021 at 03:11PM",Garden_Data,22.94,889
"April 12, 2021 at 03:25PM",Garden_Data,23.63,890
"April 12, 2021 at 03:40PM",Garden_Data,24.38,878
"April 12, 2021 at 03:54PM",Garden_Data,25.13,866
"April 12, 2021 at 04:09PM",Garden_Data,25.75,382
"April 12, 2021 at 04:23PM",Garden_Data,26.38,277
"April 12, 2021 at 04:38PM",Garden_Data,26.88,254
"April 12, 2021 at 04:52PM",Garden_Data,27.19,230
"April 12, 2021 at 05:06PM",Garden_Data,27.44,221
"April 12, 2021 at 05:21PM",Garden_Data,27.63,209
"April 12, 2021 at 05:35PM",Garden_Data,27.63,200
"April 12, 2021 at 05:50PM",Garden_Data,27.56,189
"April 12, 2021 at 06:04PM",Garden_Data,27.44,180
"April 12, 2021 at 06:19PM",Garden_Data,27.25,169
"April 12, 2021 at 06:33PM",Garden_Data,27,158
"April 12, 2021 at 06:48PM",Garden_Data,26.75,144
"April 12, 2021 at 07:02PM",Garden_Data,26.5,124
"April 12, 2021 at 07:17PM",Garden_Data,26.19,103
"April 12, 2021 at 07:31PM",Garden_Data,25.94,75
"April 12, 2021 at 07:45PM",Garden_Data,25.69,37
"April 12, 2021 at 08:00PM",Garden_Data,25.44,8
"April 12, 2021 at 08:14PM",Garden_Data,25.19,0
"April 12, 2021 at 08:29PM",Garden_Data,24.88,0
"April 12, 2021 at 08:43PM",Garden_Data,24.63,0
"April 12, 2021 at 08:58PM",Garden_Data,24.31,0
"April 12, 2021 at 09:12PM",Garden_Data,24,0
"April 12, 2021 at 09:26PM",Garden_Data,23.75,0
"April 12, 2021 at 09:41PM",Garden_Data,23.44,0
"April 12, 2021 at 09:55PM",Garden_Data,23.13,0
"April 12, 2021 at 10:10PM",Garden_Data,22.88,0
"April 12, 2021 at 10:24PM",Garden_Data,22.63,0
"April 12, 2021 at 10:39PM",Garden_Data,22.38,0
"April 12, 2021 at 10:53PM",Garden_Data,22.06,0
"April 12, 2021 at 11:07PM",Garden_Data,21.81,0
"April 12, 2021 at 11:22PM",Garden_Data,21.56,0
"April 12, 2021 at 11:36PM",Garden_Data,21.25,0
"April 12, 2021 at 11:51PM",Garden_Data,21,0
"April 13, 2021 at 12:05AM",Garden_Data,20.69,0
"April 13, 2021 at 12:20AM",Garden_Data,20.44,0
"April 13, 2021 at 12:34AM",Garden_Data,20.19,0
"April 13, 2021 at 12:48AM",Garden_Data,19.88,0
"April 13, 2021 at 01:03AM",Garden_Data,19.63,0
"April 13, 2021 at 01:17AM",Garden_Data,19.38,0
"April 13, 2021 at 01:32AM",Garden_Data,19.13,0
"April 13, 2021 at 01:46AM",Garden_Data,18.88,0
"April 13, 2021 at 02:01AM",Garden_Data,18.56,0
"April 13, 2021 at 02:15AM",Garden_Data,18.38,0
"April 13, 2021 at 02:30AM",Garden_Data,18.06,0
"April 13, 2021 at 02:44AM",Garden_Data,17.88,0
"April 13, 2021 at 02:59AM",Garden_Data,17.63,0
"April 13, 2021 at 03:13AM",Garden_Data,17.38,0
"April 13, 2021 at 03:28AM",Garden_Data,17.13,0
"April 13, 2021 at 03:42AM",Garden_Data,16.94,0
"April 13, 2021 at 03:57AM",Garden_Data,16.69,0
"April 13, 2021 at 04:11AM",Garden_Data,16.5,0
"April 13, 2021 at 04:26AM",Garden_Data,16.31,0
"April 13, 2021 at 04:40AM",Garden_Data,16.13,0
"April 13, 2021 at 04:55AM",Garden_Data,15.94,0
"April 13, 2021 at 05:09AM",Garden_Data,15.75,0
"April 13, 2021 at 05:24AM",Garden_Data,15.56,0
"April 13, 2021 at 05:38AM",Garden_Data,15.38,0
"April 13, 2021 at 05:52AM",Garden_Data,15.25,0
"April 13, 2021 at 06:07AM",Garden_Data,15.06,0
"April 13, 2021 at 06:21AM",Garden_Data,14.94,0
"April 13, 2021 at 06:36AM",Garden_Data,14.75,3
"April 13, 2021 at 06:50AM",Garden_Data,14.63,27
"April 13, 2021 at 07:05AM",Garden_Data,14.44,53
"April 13, 2021 at 07:19AM",Garden_Data,14.31,104
"April 13, 2021 at 07:33AM",Garden_Data,14.19,129
"April 13, 2021 at 07:48AM",Garden_Data,14.06,117
"April 13, 2021 at 08:03AM",Garden_Data,13.94,169
"April 13, 2021 at 08:17AM",Garden_Data,13.88,245
"April 13, 2021 at 08:31AM",Garden_Data,13.81,234
"April 13, 2021 at 08:46AM",Garden_Data,13.75,184
"April 13, 2021 at 09:01AM",Garden_Data,13.75,177
"April 13, 2021 at 09:15AM",Garden_Data,13.75,163
"April 13, 2021 at 09:29AM",Garden_Data,13.75,157
"April 13, 2021 at 09:44AM",Garden_Data,13.81,196
"April 13, 2021 at 09:58AM",Garden_Data,13.81,226
"April 13, 2021 at 10:13AM",Garden_Data,13.88,257
"April 13, 2021 at 10:27AM",Garden_Data,13.94,282
"April 13, 2021 at 10:42AM",Garden_Data,14.06,354
"April 13, 2021 at 10:56AM",Garden_Data,14.13,317
"April 13, 2021 at 11:11AM",Garden_Data,14.25,330
"April 13, 2021 at 11:25AM",Garden_Data,14.38,367
"April 13, 2021 at 11:40AM",Garden_Data,14.56,378
"April 13, 2021 at 11:55AM",Garden_Data,14.75,409
"April 13, 2021 at 12:09PM",Garden_Data,15,377
"April 13, 2021 at 12:24PM",Garden_Data,15.25,424
"April 13, 2021 at 12:38PM",Garden_Data,15.5,343
"April 13, 2021 at 12:52PM",Garden_Data,15.69,364
"April 13, 2021 at 01:07PM",Garden_Data,16,445
"April 13, 2021 at 01:22PM",Garden_Data,16.38,466
"April 13, 2021 at 01:36PM",Garden_Data,16.75,376
"April 13, 2021 at 01:51PM",Garden_Data,17,416
"April 13, 2021 at 02:05PM",Garden_Data,17.5,554
"April 13, 2021 at 02:20PM",Garden_Data,18.19,541
"April 13, 2021 at 02:34PM",Garden_Data,18.69,450
"April 13, 2021 at 02:49PM",Garden_Data,19,396
"April 13, 2021 at 03:03PM",Garden_Data,19.25,281
"April 13, 2021 at 03:17PM",Garden_Data,19.38,283
"April 13, 2021 at 03:32PM",Garden_Data,19.56,268
"April 13, 2021 at 03:46PM",Garden_Data,19.75,256
"April 13, 2021 at 04:01PM",Garden_Data,19.94,351
"April 13, 2021 at 04:15PM",Garden_Data,20.19,326
"April 13, 2021 at 04:30PM",Garden_Data,20.38,282
"April 13, 2021 at 04:44PM",Garden_Data,20.5,262
"April 13, 2021 at 04:59PM",Garden_Data,20.63,273
"April 13, 2021 at 05:13PM",Garden_Data,20.75,266
"April 13, 2021 at 05:28PM",Garden_Data,20.81,199
"April 13, 2021 at 05:42PM",Garden_Data,20.81,170
"April 13, 2021 at 05:57PM",Garden_Data,20.88,201
"April 13, 2021 at 06:11PM",Garden_Data,20.88,114
"April 13, 2021 at 06:26PM",Garden_Data,20.88,153
"April 13, 2021 at 06:40PM",Garden_Data,20.81,136
"April 13, 2021 at 06:55PM",Garden_Data,20.81,121
"April 13, 2021 at 07:09PM",Garden_Data,20.63,86
"April 13, 2021 at 07:23PM",Garden_Data,20.63,28
"April 13, 2021 at 07:38PM",Garden_Data,20.5,22
"April 13, 2021 at 07:52PM",Garden_Data,20.38,4
"April 13, 2021 at 08:07PM",Garden_Data,20.31,0
"April 13, 2021 at 08:21PM",Garden_Data,20.25,0
"April 13, 2021 at 08:28PM",Garden_Data,20.19,0
"April 13, 2021 at 08:43PM",Garden_Data,20.13,0
"April 13, 2021 at 08:57PM",Garden_Data,20.06,0
"April 13, 2021 at 09:11PM",Garden_Data,20,0
"April 13, 2021 at 09:26PM",Garden_Data,19.88,0
"April 13, 2021 at 09:40PM",Garden_Data,19.81,0
"April 13, 2021 at 09:55PM",Garden_Data,19.69,0
"April 13, 2021 at 10:09PM",Garden_Data,19.63,0
"April 13, 2021 at 10:24PM",Garden_Data,19.5,0
"April 13, 2021 at 10:38PM",Garden_Data,19.31,0
"April 13, 2021 at 10:53PM",Garden_Data,19.19,0
"April 13, 2021 at 11:07PM",Garden_Data,19.06,0
"April 13, 2021 at 11:22PM",Garden_Data,18.94,0
"April 13, 2021 at 11:36PM",Garden_Data,18.75,0
"April 13, 2021 at 11:50PM",Garden_Data,18.56,0
"April 14, 2021 at 12:05AM",Garden_Data,18.38,0
"April 14, 2021 at 12:19AM",Garden_Data,18.25,0
"April 14, 2021 at 12:34AM",Garden_Data,18.06,0
"April 14, 2021 at 12:48AM",Garden_Data,17.88,0
"April 14, 2021 at 01:03AM",Garden_Data,17.69,0
"April 14, 2021 at 01:17AM",Garden_Data,17.5,0
"April 14, 2021 at 01:32AM",Garden_Data,17.31,0
"April 14, 2021 at 01:46AM",Garden_Data,17.13,0
"April 14, 2021 at 02:01AM",Garden_Data,16.94,0
"April 14, 2021 at 02:15AM",Garden_Data,16.81,0
"April 14, 2021 at 02:29AM",Garden_Data,16.63,0
"April 14, 2021 at 02:44AM",Garden_Data,16.44,0
"April 14, 2021 at 02:58AM",Garden_Data,16.25,0
"April 14, 2021 at 03:13AM",Garden_Data,16.06,0
"April 14, 2021 at 03:27AM",Garden_Data,15.94,0
"April 14, 2021 at 03:42AM",Garden_Data,15.75,0
"April 14, 2021 at 03:56AM",Garden_Data,15.63,0
"April 14, 2021 at 04:11AM",Garden_Data,15.44,0
"April 14, 2021 at 04:25AM",Garden_Data,15.31,0
"April 14, 2021 at 04:40AM",Garden_Data,15.19,0
"April 14, 2021 at 04:54AM",Garden_Data,15.06,0
"April 14, 2021 at 05:08AM",Garden_Data,14.94,0
"April 14, 2021 at 05:23AM",Garden_Data,14.81,0
"April 14, 2021 at 05:37AM",Garden_Data,14.69,0
"April 14, 2021 at 05:52AM",Garden_Data,14.63,0
"April 14, 2021 at 06:06AM",Garden_Data,14.5,0
"April 14, 2021 at 06:21AM",Garden_Data,14.44,0
"April 14, 2021 at 06:35AM",Garden_Data,14.31,1
"April 14, 2021 at 06:50AM",Garden_Data,14.25,16
"April 14, 2021 at 07:04AM",Garden_Data,14.13,37
"April 14, 2021 at 07:19AM",Garden_Data,14.06,53
"April 14, 2021 at 07:33AM",Garden_Data,13.94,68
"April 14, 2021 at 07:48AM",Garden_Data,13.88,78
"April 14, 2021 at 08:02AM",Garden_Data,13.75,86
"April 14, 2021 at 08:17AM",Garden_Data,13.75,93
"April 14, 2021 at 08:31AM",Garden_Data,13.69,99
"April 14, 2021 at 08:46AM",Garden_Data,13.63,106
"April 14, 2021 at 09:00AM",Garden_Data,13.63,117
"April 14, 2021 at 09:14AM",Garden_Data,13.69,124
"April 14, 2021 at 09:29AM",Garden_Data,13.69,130
"April 14, 2021 at 09:44AM",Garden_Data,13.81,142
"April 14, 2021 at 09:58AM",Garden_Data,13.88,151
"April 14, 2021 at 10:13AM",Garden_Data,13.94,184
"April 14, 2021 at 10:27AM",Garden_Data,14,282
"April 14, 2021 at 10:41AM",Garden_Data,14.13,448
"April 14, 2021 at 10:56AM",Garden_Data,14.19,353
"April 14, 2021 at 11:11AM",Garden_Data,14.31,248
"April 14, 2021 at 11:25AM",Garden_Data,14.5,495
"April 14, 2021 at 11:40AM",Garden_Data,14.81,452
"April 14, 2021 at 11:54AM",Garden_Data,15.06,315
"April 14, 2021 at 12:09PM",Garden_Data,15.25,327
"April 14, 2021 at 12:23PM",Garden_Data,15.56,408
"April 14, 2021 at 12:38PM",Garden_Data,15.94,541
"April 14, 2021 at 12:52PM",Garden_Data,16.56,567
"April 14, 2021 at 01:07PM",Garden_Data,17.13,559
"April 14, 2021 at 01:21PM",Garden_Data,17.69,554
"April 14, 2021 at 01:36PM",Garden_Data,18.38,555
"April 14, 2021 at 01:50PM",Garden_Data,19.06,553
"April 14, 2021 at 02:05PM",Garden_Data,19.81,579
"April 14, 2021 at 02:19PM",Garden_Data,20.44,580
"April 14, 2021 at 02:34PM",Garden_Data,20.94,343
"April 14, 2021 at 02:48PM",Garden_Data,21.31,321
"April 14, 2021 at 03:03PM",Garden_Data,21.63,242
"April 14, 2021 at 03:17PM",Garden_Data,21.94,180
"April 14, 2021 at 03:32PM",Garden_Data,22.19,244
"April 14, 2021 at 03:46PM",Garden_Data,22.38,243
"April 14, 2021 at 04:01PM",Garden_Data,22.63,507
"April 14, 2021 at 04:15PM",Garden_Data,22.88,300
"April 14, 2021 at 04:30PM",Garden_Data,23.06,261
"April 14, 2021 at 04:44PM",Garden_Data,23.25,255
"April 14, 2021 at 04:58PM",Garden_Data,23.31,206
"April 14, 2021 at 05:13PM",Garden_Data,23.44,238
"April 14, 2021 at 05:27PM",Garden_Data,23.5,223
"April 14, 2021 at 05:42PM",Garden_Data,23.56,216
"April 14, 2021 at 05:56PM",Garden_Data,23.56,196
"April 14, 2021 at 06:11PM",Garden_Data,23.56,164
"April 14, 2021 at 06:25PM",Garden_Data,23.56,137
"April 14, 2021 at 06:40PM",Garden_Data,23.5,96
"April 14, 2021 at 06:54PM",Garden_Data,23.5,87
"April 14, 2021 at 07:09PM",Garden_Data,23.44,86
"April 14, 2021 at 07:23PM",Garden_Data,23.44,42
"April 14, 2021 at 07:38PM",Garden_Data,23.38,20
"April 14, 2021 at 07:52PM",Garden_Data,23.31,4
"April 14, 2021 at 08:07PM",Garden_Data,23.25,0
"April 14, 2021 at 08:21PM",Garden_Data,23.19,0
"April 14, 2021 at 08:36PM",Garden_Data,23.13,0
"April 14, 2021 at 08:50PM",Garden_Data,23.06,0
"April 14, 2021 at 09:05PM",Garden_Data,23,0
"April 14, 2021 at 09:19PM",Garden_Data,22.94,0
"April 14, 2021 at 09:33PM",Garden_Data,22.81,0
"April 14, 2021 at 09:48PM",Garden_Data,22.75,0
"April 14, 2021 at 10:02PM",Garden_Data,22.63,0
"April 14, 2021 at 10:17PM",Garden_Data,22.44,0
"April 14, 2021 at 10:31PM",Garden_Data,22.31,0
"April 14, 2021 at 10:45PM",Garden_Data,22.13,0
"April 14, 2021 at 11:00PM",Garden_Data,22,0
"April 14, 2021 at 11:14PM",Garden_Data,21.88,0
"April 14, 2021 at 11:29PM",Garden_Data,21.75,0
"April 14, 2021 at 11:43PM",Garden_Data,21.63,0
"April 14, 2021 at 11:58PM",Garden_Data,21.44,0
"April 15, 2021 at 12:12AM",Garden_Data,21.31,0
"April 15, 2021 at 12:27AM",Garden_Data,21.13,0
"April 15, 2021 at 12:41AM",Garden_Data,21,0
"April 15, 2021 at 12:56AM",Garden_Data,20.88,0
"April 15, 2021 at 01:10AM",Garden_Data,20.69,0
"April 15, 2021 at 01:24AM",Garden_Data,20.56,0
"April 15, 2021 at 01:39AM",Garden_Data,20.38,0
"April 15, 2021 at 01:53AM",Garden_Data,20.25,0
"April 15, 2021 at 02:08AM",Garden_Data,20.06,0
"April 15, 2021 at 02:22AM",Garden_Data,19.94,0
"April 15, 2021 at 02:37AM",Garden_Data,19.81,0
"April 15, 2021 at 02:51AM",Garden_Data,19.69,0
"April 15, 2021 at 03:06AM",Garden_Data,19.5,0
"April 15, 2021 at 03:20AM",Garden_Data,19.38,0
"April 15, 2021 at 03:35AM",Garden_Data,19.25,0
"April 15, 2021 at 03:49AM",Garden_Data,19.06,0
"April 15, 2021 at 04:04AM",Garden_Data,19,0
"April 15, 2021 at 04:18AM",Garden_Data,18.81,0
"April 15, 2021 at 04:33AM",Garden_Data,18.69,0
"April 15, 2021 at 04:47AM",Garden_Data,18.56,0
"April 15, 2021 at 05:02AM",Garden_Data,18.44,0
"April 15, 2021 at 05:16AM",Garden_Data,18.25,0
"April 15, 2021 at 05:30AM",Garden_Data,18.13,0
"April 15, 2021 at 05:45AM",Garden_Data,18,0
"April 15, 2021 at 05:59AM",Garden_Data,17.81,0
"April 15, 2021 at 06:14AM",Garden_Data,17.69,0
"April 15, 2021 at 06:28AM",Garden_Data,17.56,0
"April 15, 2021 at 06:43AM",Garden_Data,17.38,8
"April 15, 2021 at 06:57AM",Garden_Data,17.25,26
"April 15, 2021 at 07:12AM",Garden_Data,17.19,56
"April 15, 2021 at 07:26AM",Garden_Data,17,90
"April 15, 2021 at 07:41AM",Garden_Data,16.94,86
"April 15, 2021 at 07:55AM",Garden_Data,16.81,125
"April 15, 2021 at 08:09AM",Garden_Data,16.69,118
"April 15, 2021 at 08:24AM",Garden_Data,16.63,86
"April 15, 2021 at 08:38AM",Garden_Data,16.56,108
"April 15, 2021 at 08:53AM",Garden_Data,16.5,125
"April 15, 2021 at 09:07AM",Garden_Data,16.44,123
"April 15, 2021 at 09:22AM",Garden_Data,16.38,128
"April 15, 2021 at 09:36AM",Garden_Data,16.31,147
"April 15, 2021 at 09:51AM",Garden_Data,16.31,168
"April 15, 2021 at 10:05AM",Garden_Data,16.25,240
"April 15, 2021 at 10:20AM",Garden_Data,16.19,235
"April 15, 2021 at 10:34AM",Garden_Data,16.25,281
"April 15, 2021 at 10:49AM",Garden_Data,16.25,318
"April 15, 2021 at 11:03AM",Garden_Data,16.31,266
"April 15, 2021 at 11:18AM",Garden_Data,16.31,307
"April 15, 2021 at 11:32AM",Garden_Data,16.38,526
"April 15, 2021 at 11:46AM",Garden_Data,16.5,465
"April 15, 2021 at 12:01PM",Garden_Data,16.69,360
"April 15, 2021 at 12:15PM",Garden_Data,16.81,488
"April 15, 2021 at 12:30PM",Garden_Data,16.94,322
"April 15, 2021 at 12:44PM",Garden_Data,17,308
"April 15, 2021 at 12:59PM",Garden_Data,17.06,253
"April 15, 2021 at 01:13PM",Garden_Data,17.13,292
"April 15, 2021 at 01:28PM",Garden_Data,17.25,446
"April 15, 2021 at 01:42PM",Garden_Data,17.31,225
"April 15, 2021 at 01:56PM",Garden_Data,17.44,530
"April 15, 2021 at 02:11PM",Garden_Data,17.81,541
"April 15, 2021 at 02:25PM",Garden_Data,18.19,512
"April 15, 2021 at 02:40PM",Garden_Data,18.5,424
"April 15, 2021 at 02:54PM",Garden_Data,18.69,406
"April 15, 2021 at 03:09PM",Garden_Data,18.88,511
"April 15, 2021 at 03:23PM",Garden_Data,19.13,523
"April 15, 2021 at 03:38PM",Garden_Data,19.5,540
"April 15, 2021 at 03:52PM",Garden_Data,19.88,524
"April 15, 2021 at 04:07PM",Garden_Data,20.19,266
"April 15, 2021 at 04:18PM",Garden_Data,20.44,207
"April 15, 2021 at 04:32PM",Garden_Data,20.69,194
"April 15, 2021 at 04:47PM",Garden_Data,20.88,182
"April 15, 2021 at 05:01PM",Garden_Data,21,196
"April 15, 2021 at 05:16PM",Garden_Data,21.13,161
"April 15, 2021 at 05:30PM",Garden_Data,21.13,182
"April 15, 2021 at 05:45PM",Garden_Data,21.13,189
"April 15, 2021 at 05:59PM",Garden_Data,21.13,195
"April 15, 2021 at 06:13PM",Garden_Data,21.06,152
"April 15, 2021 at 06:28PM",Garden_Data,21,151
"April 15, 2021 at 06:42PM",Garden_Data,20.88,114
"April 15, 2021 at 06:57PM",Garden_Data,20.75,88
"April 15, 2021 at 07:11PM",Garden_Data,20.56,74
"April 15, 2021 at 07:26PM",Garden_Data,20.44,56
"April 15, 2021 at 07:40PM",Garden_Data,20.25,36
"April 15, 2021 at 07:55PM",Garden_Data,20,12
"April 15, 2021 at 08:09PM",Garden_Data,19.81,0
"April 15, 2021 at 08:24PM",Garden_Data,19.56,0
"April 15, 2021 at 08:38PM",Garden_Data,19.31,0
"April 15, 2021 at 08:52PM",Garden_Data,19.13,0
"April 15, 2021 at 09:07PM",Garden_Data,18.88,0
"April 15, 2021 at 09:21PM",Garden_Data,18.63,0
"April 15, 2021 at 09:36PM",Garden_Data,18.38,0
"April 15, 2021 at 09:50PM",Garden_Data,18.13,0
"April 15, 2021 at 10:05PM",Garden_Data,17.88,0
"April 15, 2021 at 10:19PM",Garden_Data,17.63,0
"April 15, 2021 at 10:34PM",Garden_Data,17.38,0
"April 15, 2021 at 10:48PM",Garden_Data,17.13,0
"April 15, 2021 at 11:02PM",Garden_Data,16.88,0
"April 15, 2021 at 11:17PM",Garden_Data,16.63,0
"April 15, 2021 at 11:31PM",Garden_Data,16.38,0
"April 15, 2021 at 11:46PM",Garden_Data,16.13,0
"April 16, 2021 at 12:00AM",Garden_Data,15.88,0
"April 16, 2021 at 12:15AM",Garden_Data,15.63,0
"April 16, 2021 at 12:29AM",Garden_Data,15.38,0
"April 16, 2021 at 12:43AM",Garden_Data,15.13,0
